Content
Component State Change: Component \042SCSI-WWID:01000010:6005-08b4-0001-00c6-0006-3000-003d-0000\042 is in the unavailable state (HWID=1973)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3180)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=5089)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4088)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2538)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2480)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3713)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=3891)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2478)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2969)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=4159)
Component State Change: Component \042alt0\042 is in the unavailable state (HWID=2608)
clusterAddMember  (command 1902)
clusterAddMember  (command 1900)
risBoot  (command 1903)
bootGenvmunix  (command 1903)
boot  (command 1911)
boot  (command 1910)
boot  (command 1978)
boot  (command 1967)
wait  (command 1975)
boot  (command 1999)
halt  (command 1982)
boot  (command 1981)
boot  (command 1973)
wait  (command 1973)
wait  (command 2057)
boot  (command 2152)
wait  (command 2154)
boot  (command 2141)
boot  (command 2110)
boot  (command 2160)
halt  (command 2221)
wait  (command 2217)
wait  (command 2217)
wait  (command 2201)
wait  (command 2199)
boot  (command 2183)
wait  (command 2189)
wait  (command 2302)
wait  (command 2270)
wait  (command 2257)
boot  (command 2257)
boot  (command 2316)
boot  (command 2316)
wait  (command 2322)
wait  (command 2354)
wait  (command 2347)
boot  (command 2368)
boot  (command 2392)
boot  (command 2406)
boot  (command 2417)
boot  (command 2423)
wait  (command 2424)
wait  (command 2449)
boot  (command 2464)
wait  (command 2468)
boot  (command 2520)
wait  (command 2517)
boot  (command 2517)
wait  (command 2511)
wait  (command 2513)
boot  (command 2514)
wait  (command 2484)
boot  (command 2625)
wait  (command 2607)
boot  (command 2616)
boot  (command 2619)
boot  (command 2616)
boot  (command 2616)
boot  (command 2602)
wait  (command 2582)
boot  (command 2584)
wait  (command 2549)
boot  (command 2550)
boot  (command 2548)
boot  (command 2538)
wait  (command 2683)
boot  (command 2686)
wait  (command 2682)
wait  (command 2763)
wait  (command 2800)
boot  (command 2790)
wait  (command 2817)
wait  (command 2823)
wait  (command 2817)
wait  (command 2900)
wait  (command 2885)
wait  (command 2909)
boot  (command 2960)
wait  (command 2963)
boot  (command 2999)
halt  (command 2992)
wait  (command 3087)
wait  (command 3079)
wait  (command 3078)
wait  (command 3141)
boot  (command 3138)
boot  (command 3169)
boot  (command 3169)
boot  (command 3194)
boot  (command 3320)
boot  (command 3318)
boot  (command 3317)
wait  (command 3319)
wait  (command 3334)
boot  (command 3334)
wait  (command 3412)
boot  (command 3413)
boot  (command 3473)
wait  (command 3523)
wait  (command 3525)
wait  (command 3519)
boot  (command 3519)
boot  (command 3512)
boot  (command 3579)
boot  (command 3572)
boot  (command 3580)
wait  (command 3612)
boot  (command 3615)
wait  (command 3609)
boot  (command 3624)
wait  (command 3649)
boot  (command 3639)
wait  (command 3690)
boot  (command 3696)
wait  (command 3698)
wait  (command 3709)
wait  (command 3837)
wait  (command 3847)
boot  (command 3951)
boot  (command 3928)
boot  (command 3939)
boot  (command 3964)
wait  (command 3973)
wait  (command 3981)
wait  (command 3981)
boot  (command 4024)
wait  (command 4061)
wait  (command 4110)
boot  (command 4118)
wait  (command 4116)
wait  (command 4117)
boot  (command 4109)
wait  (command 4145)
boot  (command 4176)
boot  (command 4170)
wait  (command 4176)
wait  (command 4176)
bootGenvmunix  (command 4185)
boot  (command 4223)
wait  (command 4221)
wait  (command 4219)
Command has completed successfully
Command has completed successfully
Command has completed successfully
Command has completed successfully
Command has completed successfully
Command has completed successfully
Command has completed successfully
Command has completed successfully
Command has completed successfully
Command has completed successfully
Targeting domains:node-D3 and nodes:node-[104-127] child of command 1963
Targeting domains:node-D4 and nodes:node-[136-159] child of command 1964
Targeting domains:node-D7 and nodes:node-[224\ 228\ 232]
Targeting domains:node-D4 and nodes:node-[128-135] child of command 2401
Targeting domains:node-D0 and nodes:node-[8-31] child of command 2489
Targeting domains:node-D0 and nodes:node-0
Targeting domains:node-D[0\ 5] and nodes:node-[27\ 191]
Targeting domains:node-D2 and nodes:node-[64-95] child of command 3488
Targeting domains:node-D2 and nodes:node-84
psu failure\ ambient=28
psu failure\ ambient=28
psu failure\ ambient=28
psu failure\ ambient=28
psu failure\ ambient=31
Temperature (41C) exceeds warning threshold
Temperature (41C) exceeds warning threshold
ClusterFileSystem: There is no server for ServerFileSystem domain storage234
ClusterFileSystem: There is no server for ServerFileSystem domain storage1412
ClusterFileSystem: There is no server for ServerFileSystem domain storage1024
ClusterFileSystem: There is no server for ServerFileSystem domain storage1534
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231
ClusterFileSystem: There is no server for ServerFileSystem domain storage934
ClusterFileSystem: There is no server for ServerFileSystem domain storage131
ClusterFileSystem: There is no server for ServerFileSystem domain storage1144
ClusterFileSystem: There is no server for ServerFileSystem domain storage444
ClusterFileSystem: There is no server for ServerFileSystem domain storage141
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622
ClusterFileSystem: There is no server for ServerFileSystem domain storage1612
ClusterFileSystem: There is no server for ServerFileSystem domain storage1622
ClusterFileSystem: There is no server for ServerFileSystem domain storage1542
ClusterFileSystem: There is no server for ServerFileSystem domain storage1644
ClusterFileSystem: There is no server for ServerFileSystem domain storage242
ClusterFileSystem: There is no server for ServerFileSystem domain storage1031
ClusterFileSystem: There is no server for ServerFileSystem domain storage1331
ClusterFileSystem: There is no server for ServerFileSystem domain storage742
ClusterFileSystem: There is no server for ServerFileSystem domain storage221
ClusterFileSystem: There is no server for ServerFileSystem domain storage622
ClusterFileSystem: There is no server for ServerFileSystem domain storage112
ClusterFileSystem: There is no server for ServerFileSystem domain storage1432
ClusterFileSystem: There is no server for ServerFileSystem domain storage142
ClusterFileSystem: There is no server for ServerFileSystem domain storage742
ClusterFileSystem: There is no server for ServerFileSystem domain storage1231
ClusterFileSystem: There is no server for ServerFileSystem domain storage1311
ClusterFileSystem: There is no server for ServerFileSystem domain storage411
ClusterFileSystem: There is no server for ServerFileSystem domain storage132
ClusterFileSystem: There is no server for ServerFileSystem domain storage832
ClusterFileSystem: There is no server for ServerFileSystem domain storage531
ClusterFileSystem: There is no server for ServerFileSystem domain storage321
NIFF: node node-69 detected a failed network connection on network 5.5.224.0 via interface alt0
NIFF: node node-162 detected a failed network connection on network 5.5.224.0 via interface alt0
ServerFileSystem: An ServerFileSystem domain panic has occurred on storage442
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 4245 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 11637 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 4245 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 4470 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
Fan speeds ( 3552 3534 3375 **** 3515 3479 )
